C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,383,435,424,454,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,879,423,922,439,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,95,444,142,459,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,57,443,95,460,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,150,440,194,456,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,228,436,283,458,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,291,434,348,456,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,426,435,476,454,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,490,432,547,454,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,549,431,599,450,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,641,428,730,459,Truck
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,774,422,832,443,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,936,419,987,441,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,837,420,880,441,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,189,438,233,456,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,349,437,383,456,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,805,464,855,486,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,876,459,929,481,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,886,438,948,464,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,25,442,60,461,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0001.jpg,0,442,32,463,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,610,261,633,298,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,558,278,600,322,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,488,413,528,460,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,459,456,497,495,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,446,484,474,522,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,415,513,458,557,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,380,552,426,599,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,352,595,393,633,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,332,627,368,666,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,489,381,520,420,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0002.jpg,519,384,547,429,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,179,296,279,334,Bus
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,666,226,691,261,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,596,410,622,456,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,304,358,345,384,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,386,384,424,409,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,296,378,350,414,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,709,98,734,133,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,627,420,656,459,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,505,642,540,692,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,610,449,644,495,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,393,410,445,442,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0003.jpg,40,275,83,302,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0004.jpg,288,506,327,558,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0004.jpg,317,570,358,625,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0004.jpg,429,398,459,445,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0004.jpg,409,435,440,485,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0004.jpg,391,477,426,525,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0004.jpg,535,155,567,203,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0004.jpg,296,624,339,684,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,930,145,950,183,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,922,217,944,254,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,914,309,934,345,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,403,408,446,434,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,604,349,654,377,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,513,376,563,401,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,439,394,484,425,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,478,384,516,407,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,360,416,403,443,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,256,445,301,473,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,212,458,260,487,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,177,469,220,497,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,563,360,609,388,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,917,249,945,282,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,915,273,936,310,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0005.jpg,153,162,183,199,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,770,561,794,619,Truck
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,819,281,848,321,Truck
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,146,270,195,304,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,836,172,866,233,Truck
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,525,459,573,491,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,480,438,522,471,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,442,425,481,456,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,395,408,436,440,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,261,357,300,385,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,409,368,450,396,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,167,322,209,349,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,84,287,128,320,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0006.jpg,789,435,817,494,Others
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,832,494,881,523,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,676,402,728,435,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,805,438,848,466,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,634,372,680,398,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,65,246,101,270,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,96,277,135,302,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,22,255,62,278,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,750,421,803,450,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,276,34,306,69,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,428,355,471,383,Others
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,900,464,951,498,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,856,450,906,482,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,799,524,843,557,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,68,310,95,345,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,52,433,89,476,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,71,388,110,435,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,606,383,656,416,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,29,230,70,255,Others
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,664,451,708,477,Others
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0007.jpg,18,379,52,420,Others
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0008.jpg,847,578,880,635,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0008.jpg,872,239,894,279,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0008.jpg,910,286,934,329,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0008.jpg,884,428,903,466,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0008.jpg,902,340,928,384,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,386,146,438,162,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,205,156,246,170,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,84,541,135,570,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,885,292,903,325,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,884,354,904,391,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,885,435,906,471,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,883,509,905,548,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,881,590,906,635,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,168,128,205,144,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,518,166,559,182,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,716,173,759,188,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,441,162,479,175,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0009.jpg,365,158,405,174,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0010.jpg,504,242,523,279,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0010.jpg,486,370,505,407,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0010.jpg,497,443,515,487,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0010.jpg,480,543,500,581,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0012.jpg,513,140,1011,563,Airliner
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0016.jpg,120,60,373,219,Airliner
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0016.jpg,758,408,1023,694,Airliner
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0016.jpg,823,725,869,755,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0017.jpg,5,325,279,601,Airliner
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0017.jpg,730,304,993,548,Airliner
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0017.jpg,526,264,564,283,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0017.jpg,512,185,547,204,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0017.jpg,950,207,983,221,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0017.jpg,560,116,581,144,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0017.jpg,606,82,645,95,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0017.jpg,4,262,41,308,StairTruck
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0018.jpg,497,553,540,576,Van
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0018.jpg,539,358,559,391,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0018.jpg,484,455,521,472,Car
C:\Users\ACV\PycharmProjects\keras-retinanet\SIMS_Dataset\train_images\0018.jpg,581,233,624,284,StairTruck
